@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'least people now report dead magnitude earthquake central ',earthquake
'may sa u hope ur ok ai na din si kayo jan',earthquake
'pray  city  earthquake magnitude stay positive  no matter',earthquake
'hear earthquake  hope fine',earthquake
'thank so much prayer victim earthquake  love pope',earthquake
'stay  may god bless',earthquake
'death toll climb ',earthquake
'heart go out people who have experience earthquake let pray god bless',earthquake
'earthquake measure magnitude hit central  kill four people official',earthquake
'post friend need help',earthquake
'look happen wine tinderbox photo',earthquake
'earthquake strike  say',earthquake
'hello please pray earthquake victim here ',earthquake
'read report quake  church break down  hope well dear',earthquake
'photo magnitude quake  please stay safe',earthquake
'kill  earthquake',earthquake
'need prayer recovery ',earthquake
'least kill magnitude earthquake hit ',earthquake
'year old church damage earthquake',earthquake
'no tsunami threat hawaii quake near  earthquake shake area off coast',earthquake
'earthquake n mindanao ',earthquake
'be set up ready go help need do drop off donation',earthquake
'magnitude earthquake hit  overflow water swim pool watch',earthquake
'kill magnitude earthquake rattle  indian express',earthquake
'pray affect earthquake u',earthquake
'city damage',earthquake
'send prayer who have be victimize earthquake ',earthquake
'wsw ',earthquake
'death toll earthquake central  rise',earthquake
'sana',earthquake
'dead  quake death toll magnitude earthquake central  ro',earthquake
'live report',earthquake
'ang epicenter',earthquake
'news major earthquake  give me goosebump let',earthquake
'near town unite methodist church locate',earthquake
'lord please',earthquake
'thank god relative safe',earthquake
'earthquake oct near ssw la ',earthquake
'now dead  quake death toll magnitude earth',earthquake
'news earthquake poor situation',earthquake
'hope well w family hear news earthquake ',earthquake
'aftershock continue quake hit ',earthquake
'lead u place guide u grace place safe',earthquake
'earthquake happen let pray who affect god bless us',earthquake
'send prayer victim earthquake  read more',earthquake
'guy read please it go long night aftershock keep come get',earthquake
' earthquake least dead yahoo news uk',earthquake
'least kill magnitude earthquake hit ',earthquake
'quake hit central  kill usa today',earthquake
'say public school  province resume nov',earthquake
'latest hit over hour',earthquake
'mom relative please stay safe',earthquake
'sa ng baby sa ng regular na tao sa kayo',earthquake
'one pray people ',earthquake
'church pa bar club',earthquake
'church church  din dun nung sit ang',earthquake
'church destroy god busy protect home forget protect hi',earthquake
'quake strike ',earthquake
'major earthquake strike  photo',earthquake
'pain must come may come personal photo church',earthquake
'fellow let',earthquake
'nag s si sa  so',earthquake
'fatima  pray ano remember can rise up god',earthquake
'dead  quake death toll magnitude earthquake central philippi',earthquake
'no california tsunami threat earthquake ',earthquake
'prayer affect earthquake ',earthquake
'earthquake sur  oct epicenter m depth',earthquake
'quake strike ',earthquake
'po ang na ang po',earthquake
'god bless angel wife have bless',earthquake
'design right',earthquake
'kid examine gash road',earthquake
'let help brother sister can make thing happen',earthquake
'earthquake hit ',earthquake
'prayer go  victim earthquake',earthquake
'bible prophecy rapture earthquake  oct watch',earthquake
'measure hit  say',earthquake
'people kill build collapse   earthquake national disaster agency',earthquake
'guy go sleep please forget remember prayer',earthquake
'luzon typhoon earthquake mindanao war pray dear',earthquake
'earthquake',earthquake
'toll climb  quake',earthquake
'earthquake devastate  news now know return jersey go',earthquake
'news quake bring down bell tower  church',earthquake
'magnitude hit there no threat',earthquake
'prayer go out effect earthquake  today',earthquake
' pray',earthquake
'so',earthquake
'join people  mourn kill earthquake last tuesday',earthquake
'ang ng',earthquake
'quake hit central  aftershock continue',earthquake
'least dead  quake   oct earthquake',earthquake
'magnitude earthquake hit   hoax text message circulate story',earthquake
'pacific ocean west  central preliminary earthquake rep',earthquake
'think prayer affect earthquake ',earthquake
' update death toll jump',earthquake
'now dead ',earthquake
'please keep here prayer quake strike ',earthquake
'let unite pray province',earthquake
'hear news cant imagine experience must who affect',earthquake
'update police raise death toll earthquake central ',earthquake
'dear protect people mindanao hope safe thank',earthquake
'sadden quake prayer go brother ',earthquake
'quake shake  stay safe people  have bless sunday',earthquake
'sa  god bless safe ta sa',earthquake
'dear god please help u amen',earthquake
'shout out one area can go coliseum help pack label tarpaulin',earthquake
'give prayer people',earthquake
'quake kill least central ',earthquake
'good memory hope fast recovery',earthquake
'major earthquake strike central ',earthquake
'blaze fire air live northern beach  hour east blue mountain',fire
'resource place last resort option  survival plan implement',fire
'two fire  water  aquatic centre week do fire develop',fire
'hop over concern',fire
'wildfire threaten  more fire rage ',fire
' fire investigator say military exercise may cause',fire
'know poor form cut fire brigade budget amp close fire station ',fire
'former  commissioner warn concern burn property',fire
'house thermometer melt due intensity flame',fire
'one year record year  worst fire there no connection',fire
'stay safe  fire crazy',fire
'amp crew scene work contain fire park lake near old pacific highway swan',fire
'strike image sister  seven major burn south wale',fire
'roll coverage',fire
'strike image sister  seven major burn south wales',fire
'ne mount type bush fire status out control size ha map',fire
'rain  radar smoke plume fire travel coast nw wind',fire
'get update listen live stream',fire
'it so great see hear well country pull get',fire
'amaze summer even start  it forest fire',fire
'use fire near me phone american tv network fire information',fire
'update fire burn drop temperature wind authorities warn crisis fa',fire
'stop fan flame climate change sign now',fire
'information employment protection   member involve current fire',fire
'wait fire front asset protection duty',fire
'fire cross river burn area',fire
'oh god amaze photo one bush fire burn ',fire
'hall emergency alert telephone message be send people wilton area',fire
'photo firefighter engulf flame crawl out ok',fire
'mate amp adam try protect home fire balcony',fire
'whole  fire oh america',fire
'water bomb hartley vale afternoon',fire
'be plan worst hope best',fire
'pilot confirm dead crash fight fire west body retrieve rip',fire
'sky local news  fire adelaide fire perth fire melbourne horse race brisbane no one use',fire
'wonder why  freak out right now state look like diamond fire',fire
'there more fire  remain',fire
'weather fear  fire burn more firefighter  ba',fire
'house burn street close school hundred child catch middle',fire
'thank dozen fire truck personnel have travel  interstate help today',fire
'fire  blue mountain have destroy home',fire
'fire today stuff',fire
'five police officer blue mountain fight fire evacuate resident while own home burn down',fire
'firefighter use twitter map respond  crisis',fire
'photo show sign respect victim  fire',fire
'wow cant believe disgust air here down',fire
'photo live shoot  helicopter smoke over fire',fire
'link  bush fire climate change majority cause human',fire
'way donate people affect  bush fire xxx',fire
'fire park ',fire
' report light ember fall water',fire
'amaze amaze photo one bush fire burn ',fire
'total fire ban be declare  region sunday october',fire
'think amp prayer victim ambo police so fight fire pray thing get',fire
'medium student geordie record blue mountain',fire
'difference year make',fire
'do acknowledge have series major fire summer',fire
'people queue over hour tip blue council open up tip',fire
'redhead fire wind change look worse newcastle',fire
'n pm must glad climate change crap amp part natural cycle',fire
'boy plead light',fire
'so drive see have do here',fire
' fire military investigate blaze military reveal conduct explosive train',fire
'fire   so over hundred house destroy live minutes',fire
' watch act webb creek bush fire burn',fire
'think amp best wish go out affect fire  central coast stay safe',fire
'amaze photo amaze people think best wish affect involve',fire
'text donate relief donate fund go work amp',fire
' suburb threaten fire grow wildfire threaten western suburb  city as',fire
'report chopper crash fight fire near',fire
' upset firefighter show spirit over budget',fire
'here fall accord report way',fire
' fire cause people nature',fire
'pilot die battle  fire plane fight  south wales crash',fire
' fire threat avert n fire official say threat blue mountain west',fire
'amp have be busy blue one rescue guy',fire
'listen  off volunteer firefighter who then while out lose own home fire',fire
'get burn cinder fight show asbestos bishop become',fire
'update fire burn home destroy damage ',fire
'thank who continue work state photo',fire
'yes good rain',fire
'hop amp pray no more or fire today amp tomorrow send best wish amp affect',fire
'video be plan worst hope best  declare fire emergency',fire
'picture  fire blaze',fire
'spread fire house ash ',fire
' real estate wind fuel redhead fire prompt return watch act house',fire
'asbestos contamination risk recovery  commissioner',fire
'minute matter tomorrow ready leave commissioner call fire threaten ',fire
'sun set',fire
'tough fire day out there change hit min  hour port stephen good luck  amp resident',fire
'personnel interstate receive brief commissioner morning thank support',fire
'suggest right now fight fire',fire
'military live ordinance exercise cause one fire rage',fire
'hat off fire fighter who fight fire right ',fire
'fire fire be downgrade advice alert level',fire
'fire threat  blue mountain avert news  morning threat ',fire
'more information  fire please call or visit page',fire
'man lose his house  fire know come year fuel build up green council burn',fire
'bless amp deed do people n  bush fire spirit',fire
'take care smoke tip asthma  foundation',fire
'bush fire  today feel like be movie',fire
'state mine fire fire be downgrade watch amp act',fire
'sea amp personnel brief head',fire
'bush fire  feel affect air smell like burn eucalyptus even live',fire
'amaze photo friend road',fire
'video aerial view show extent fear three blaze merge',fire
'image w general manager zig zag railway michael burn carriage',fire
'top story  bush fire threat ease wildfire threaten western suburb austral',fire
' fire man die home destroy',fire
'update fire still burn emergency information fire call',fire
'watch fire  think out resident wildlife affect tragedy',fire
'send lot love affect  fire',fire
'social medium village crisis local council emergency service',fire
'watch footage sky news fire  bloody hell look full think',fire
'miracle no live lose  premier video',fire
'  confirm fight fire near crash   say defence force ex',fire
'hop rain help out mountain area need so nothing leave',fire
'fear join up form monitor crisis',fire
'fuck amp today stand burn home amp spout climate denial bullshit',fire
'state mine fire wnw look like wind kick gear',fire
'change fire  why wont smooth ride',fire
'why firefighter start fire technique use battle  video',fire
' fire rescue have respond fire afternoon',fire
'ash char leave blue mountain fire fall near beach  east',fire
'live firefighter prepare fire emergency ',fire
'like video strike team run code  fire',fire
'here near melbourne  do purpose someone make stop  do like catch fire',fire
' fire say discard cigarette cause park car park fire',fire
'fire',fire
'crisis avert now  fight fire',fire
'investigation   fire investigator have determine state mine fire start result live',fire
'long bow blame  fire warm',fire
're arrange mobile phone amp charger affect store amp',fire
'think affect fire service volunteer stay safe tomorrow',fire
'check out item find proceed go  fire victim',fire
'more home threaten  fire',fire
'say home have be lose can avoid go home city do so',fire
'there kilometre country side be burn out',fire
'become makeshift animal sanctuary due threat',fire
'extreme fire danger day  heat thunderstorm create extreme danger',fire
'october source info amp reference lead free  service',fire
'bush fire smoke descend  voter remember close fire station cut fire',fire
'amaze generosity give amp hi family lose',fire
'first pic luting',fire
'picture tell word pic help fight email',fire
'resident mt amp relocate north richmond  hall open',fire
'who claim run swim amp bike rid change rule so people get disaster payment',fire
'recovery coordination centre news invitation subject public information meet date',fire
'total fire ban be declare  hunter central ring further notice due',fire
'send love amp safe think fellow burn',fire
'do light fire open  warn brace wind weather sunday',fire
'sound like  bush fire flood',fire
'smoke cover  turn day night picture',fire
'status evacuation centre',fire
'feel people  have friend who have lose home bush fire',fire
'go great work thank so much',fire
'here live blog info re work state',fire
'best wish tomorrow stay safe',fire
' bush fire set worsen n firefighter warn',fire
'need please donate official list can found web',fire
'smoke provide backdrop landmark pike',fire
'defence be investigate revelation start  fire say defence now admit',fire
'fire major fire update fire impact estate clarence',fire
' fire update damage balmoral amp central coast emergency warn area hundred home lose',fire
'newcastle drive back  pass few fire truck head north',fire
'emergency warn maintain emergency warn bell clarence amp',fire
'grieve impact fire thank congratulate who work keep ',fire
'amaze terrify amaze photo friend road',fire
'love prayer  fire over home lose now amp fire burn pray fire',fire
'regular update  ',fire
'danger n  afp n fire crew step up containment ',fire
'case send grab bag preparation',fire
'picture tell word photo fire front smoke plume help u fight fire email',fire
'latest update here',fire
'road resident chopper fly over police ask resident prepare evacuate',fire
'advice creek fire threat property ease',fire
'ash cloud cover  fire rage five major bush fire have threaten hundred home south wale',fire
'fire scorch  state emergency declare',fire
'public info team over last few day age technology info',fire
'break boy now charge light fire',fire
'fire update family tell ready run wall fire sweep blue',fire
'newcastle airport close due smoke',fire
'bush fire  have be happen over year snow uk cause',fire
' morning  face fire test blue mountain school have be close firefighter',fire
'witness tell fire front it wild mile smoke',fire
'army criticise over  fire  military face criticism blame start one',fire
'hall road fire evacuation centre be set up brethren church',fire
'see major get worst',fire
'sit here inhale smoke cant imagine go buy ad week amp well donate victim',fire
'send think prayer involve xx',fire
'try keep page up date fire update  come han',fire
'emergency warn issue area road west head',fire
'there have be so bush fire high temperature even summer ',fire
' fire amp rescue service set m saving target government',fire
'hero newsletter',fire
'fire commissioner press sign devastation',fire
' fire worst fire condition prepare evacuate amp state emergency declare',fire
'resident area advise approach',fire
'fire flood park closure see latest update alert national park ',fire
' pm fight fire hour volunteer wow',fire
'rain sound like rain finger cross keep up',fire
'emergency alert message send amp height area shelter fire approach',fire
'amaze  conservative prime minister put line fire',fire
'listen melbourne rain think fire danger  love  mistress',fire
'bush fire smoke smother la  afternoon',fire
'blue mountain so lot danger today so up here',fire
'blaze hit  park fire  park destroy or damage car',fire
'final shout out think prayer tonight brave folk can request followers re',fire
'go surf have abandon board lay water cause ember storm come off fire welcome',fire
'find injure native animal call wire or livestock',fire
'want put fire perspective here size map ',fire
'plane fight  fire crash cooler weather ease threat uk',fire
'update  strike team   border team travel north fire k',fire
'alert damage wind peak gust forecast tableland mountain',fire
' state emergency fear potential cant wait el',fire
'wildfire threaten  more fire rag  state now',fire
'more car have be destroy large fire park',fire
'commissioner let work minute matter report fire triple zero',fire
' fire saturate reality',fire
'amaze sky  moment',fire
'condition have ease there still over volunteer work state tonight',fire
'people can now claim disaster payment federal change make yesterday',fire
' scorch fire rage',fire
' bush fire start defence department',fire
'forest wild fire  ',fire
'pray   concern bush fire situation',fire
'miss last night here article do there fire danger',fire
'up speed today fire think involve',fire
'air latest andrew luke well have weather',fire
'must smoke blanket come even airport thick',fire
' fire service spokesperson joel tell fire season may longer now',fire
'premier say  bush fire realise have crisis keep',fire
'insurance company pay over million day victim recent disaster read more',fire
'there total fire burn south wale cant even fathom',fire
'fire head ',fire
'look',fire
'un say  fire example doom world may face action climate change',fire
' fire military investigate blaze military reveal conduct explosive',fire
'be lift continue coverage international viewer can watch here',fire
'score bush fire threaten area near   affect send pix stay safe',fire
'n inferno nick photograph',fire
'explosive spark blaze amp arson sound like climate change me',fire
'please pray home state  bush fire situation continue worsen',fire
'be plan worst hop best south wale premier  fire',fire
' highway close direction wilton hume bush fire start today last',fire
'  deputy commissioner rob rogers it fire risk face',fire
'direct result peddle change tell u crap',fire
'have mirror map here update',fire
'now future city u spy fallout watch',fire
'information donation',fire
'get out work heart  smell smoke sky fire must',fire
'wow  environment minister take tip bush fire be doom',fire
'get brief be deploy assist',fire
'last october near blue mountain',fire
'believe have cause house fire  coast age',fire
'may give strength carry duty day amp night god work',fire
'emergency unfold fire behind near hundred home norman',fire
'join us extend minute bulletin well bring latest',fire
'fire season se  worse normal fire south wales  image',fire
'think prayer who be affect fire hope can stay day',fire
'great news report send convoy tanker',fire
'bush fire middle october  great sign future humans planet right guy',fire
'fire scorch  least bush fire rag  include ',fire
'highlands upgrade emergency warn live blog',fire
'october more fire ',fire
'brown salt ash fire jump creek aircraft crew work contain spot fire',fire
'baptism fire get little close comfort while cover  wildfire',fire
' police confirm pilot decease plane crash',fire
'bush fire threat blue mountain west  be avert rest today accord official',fire
'say cheese hope have great friday think go out  bush fire',fire
'view fire look oval',fire
'fear  blaze merge south wales merge form blaze fire',fire
'think fire stay safe',fire
'hang there south wales rest  think stay safe',fire
'defence apologise start state mine fire  morning herald',fire
'fire up putty road even weather day',fire
'sky',fire
'emergency warn fire lake centre now open',fire
' break over extreme weather relate record summer now record temp amp bush fire oct',fire
'fire warn issue  south coast',fire
'picture firefighter give dirty sprite young koala bear bush fire ',fire
'thank google public alert fire now ',fire
'water like donate few thousand bottle water fire fighter  do',fire
'exhaust firefighter have work night here horror weather condition',fire
' wild fire thousand flee home ravage south wales ',fire
'n military probe fire link  military investigate train exercise',fire
'  water statement',fire
' premier inspect fire damage press conference come hear more',fire
'  deputy commissioner rob rogers describe blaze monster fire more',fire
'home confirm destroy damage area',fire
'think go out affect seem like years lose home cbr stay positive',fire
'max fine total fire ban today amp northern',fire
'char material find',fire
'there now over fire burn  over remain out control',fire
'know think be kenya  try fight bush fire',fire
'close direction court due',fire
'air marshall apologise behalf defence confirmation live fire exercise link',fire
'photo real face firefighter thank',fire
'fire burn photo',fire
' fire threat avert',fire
'fire burn  out control sen hear parliament say there no climate change',fire
'american network publish map show whole  fire',fire
'infrared image fire fire spot activity',fire
'  hall fire contain afternoon thank emergency service personnel work',fire
'military live ordinance exercise cause one fire rag',fire
'view',fire
'interview  radio  emergency service minister michael  bush fire',fire
'shout out thank firefighter fight fire  amaze',fire
'people  there fire spread stay safe',fire
'weather fear  fire burn',fire
'property build intend lose continue  amp',fire
'whole  fire it u tv news station map miss mark',fire
'status fire',fire
'cooler air push north area bring shower wednesday',fire
'thank firefighter battle leave message support here',fire
'pilot plane crash  die',fire
'horror fire condition arrive  emergency alert fire',fire
'issue must leave contact family friend re',fire
'admission  fire commissioner then fire trail up spec',fire
'best wish go out affect  bush fire au like donate can do dial',fire
'santa tomorrow special prayer who have lose home bush fire  dear papa',fire
'update smoke fire amp affect surround suburb',fire
'share message support people  affect screen',fire
'number home lose wildfire rage n state',fire
'heart go out affect fire stay safe  fire service bush fire',fire
'plane fight  fire crash cooler weather ease threat  plane douse wild',fire
' declare fire emergency state emergency declare south wale n',fire
'say think go out who affect natural disaster',fire
'help arrive convoy fire truck south  spot come up hume highway',fire
'fire advice change minute here  headquarters two emergency alert now',fire
'please do call triple zero report smoke save people who need emergency',fire
'parent help control mt york',fire
'worst fire cop change day george ',fire
'do explosive military exercise start bush fire  south wales',fire
'news  bush fire set worsen n firefighter warn return weather an',fire
'medium release total fire ban further notice',fire
'fire situation ',fire
'map give sense fire blue mountain region',fire
'oct  emergency warn blue mountain detail',fire
'crew work condition pic',fire
'one mile victoria fire chief tell world news send firefighter ',fire
'stay safe  country contrast freeze here  cc denier say it normal bet',fire
'please postpone nonessential travel roads near',fire
' santos exempt fire call schedule continue operate no matter',fire
'need someone talk call  health line',fire
'fire  decade have turn  ski orange',fire
'expert confirm green blame  fire learn',fire
'devastate fire look out injure wildlife wildlife',fire
'have work cut out today amp rest season thank involve amp help out stay safe',fire
'resident tell flee even  fire ease',fire
'fire devastate  want stay denial',fire
'busy day great work park forest  thank',fire
'update open motorist advise avoid nonessential travel',fire
'fly  last night see fire burn',fire
' say leave option fire danger area tomorrow say minute matter',fire
' skyline shroud smoke blue ski reflect glass building',fire
'state mine photo mountain lagoon take gazette',fire
'so hear home have be lose fire out  sigh',fire
' live resident evacuate worst condition year  chief warn three major fire co',fire
'scenario blue mountain blaze threaten combine',fire
'rain last night fire  drought amp',fire
'seem do amaze job keep up',fire
'air crane be deploy assist crew',fire
'can donate',fire
' paramedic urge take precaution smoke air',fire
'watch amp act four local school close tomorrow',fire
'amaze image october south wale',fire
'back now let pray rain put fire out thank god make back',fire
'fear ',fire
' fire build code work fifth estate fifth estate',fire
'newcastle people summary fire situation newcastle herald',fire
'thank coverage great music why listen ms',fire
' bad get today drier forecast',fire
'talk fire rag  oct like talk gun us massacre',fire
' weather increase threat fire fifteen fire continue burn out control south wales',fire
'morning  sunshine clear sky hope weather ease condition fire ',fire
'dry condition over much  please take care observe total fire ban apply',fire
'weather increase threat fire',fire
' there mean fire',fire
'spare brave man woman front line',fire
'show blaze report authority fear three fire  merge',fire
'government refuse compensation  fire victim action speak propaganda',fire
'coverage',fire
'live  crew race gain upper hand  fire extreme condition tomorrow',fire
'think go out affect',fire
'fire service industry news brass partner fire rescue safety ',fire
'read fire  hope',fire
' fuck fire firefighter have blame bishop smoke be',fire
'picture  fire blaze wildfire south wales',fire
'exhaust crew grab min rest more back burn mt york blue mountain',fire
' say hi focus tomorrow tough weather condition save',fire
'seem chunk  fire race bike np weekend',fire
'feel bad  fire no joke hear anything happen',fire
'think prayer catch or involve',fire
'smell ash  reminder close fire family home burn down so understand',fire
'need info school closure today full list here',fire
'people need understand danger over people active hours go',fire
'face personal story people affect offer help',fire
'forest wild fire   number time',fire
' fire threat avert n fire official say threat t',fire
'be plan mass evacuation whole blue mountain need there go',fire
'watch act warn issue fire near mount york road mount victoria upper blue mountain',fire
'tomorrow condition predict worst  history fire there nothing can do help',fire
'despite weekend cooler temperature crew conduct operations there still fire burn',fire
'so back adelaide fire  see fly out show devastation first hand',fire
'image fire port stephen burn',fire
'kudos coast voice seem have spot story re photo',fire
'emergency warn brown port stephen  fire info or',fire
'update nature reserve fire now contain crew remain scene patrol black out',fire
'live talk resident listen fire',fire
'there sign like over blue mt',fire
' add voice support victoria south wales',fire
'weary firefighter catch well earn rest worst appear over',fire
'total fire ban be declare  hunter central range further notice due',fire
'boy charge over start two fire near newcastle n',fire
'say talk hat link change',fire
'deputy chief executive mike willis speak  medium treatment patient',fire
'journalism tonight  fire think defend report',fire
'edition talk peter  bush fire plus bill english programme',fire
'hope  safe xx',fire
'help customer who have be affect be offer special assistance package',fire
'live  fire service provide update watch',fire
'watch  medium brief  fire service',fire
'hunt quote refute link quote be kid me',fire
' live fear blue mountain fire join',fire
'start get smoke fire  hear',fire
'congratulations raise k appeal effort',fire
'flick ten now come back live update end show',fire
'wow amaze',fire
'scientist say  weather get worse fire danger index rise se ',fire
'think prayer people fire fighter ',fire
'n evacuate home wind fan  fire threat',fire
'jay use hi lip put bush fire out ',fire
'army criticise over  fire  military face criticism',fire
'news oh man be alp candidate lose home',fire
'adam disgrace cant think more tweet',fire
'man amp woman out there today fight good fight worsen thank bravery amp',fire
'bush fire menace  home',fire
' update wind pick up helicopter water bomb be suspend due high wind',fire
'let hope amp pray today wont predict stay safe',fire
'ash smoke hall fire',fire
' bush fire set worsen n firefighter warn return v',fire
'great thank air  thick smoke bush fire hope well',fire
'home lose blue mountain latest detail fire',fire
'it high risk day donate help affect respond amp recover',fire
'stun image  surround area emergency',fire
'village expect become isolate no electricity days due prepare now',fire
'think hug who lose family home well',fire
'salvo store open today offer support assistance affect local',fire
' over hundred bush fire high temperature humidity extreme wind melbourne hail rain',fire
' bush fire set worsen',fire
'relief  bush fire appeal relief ',fire
'have ability name shame say people try take advantage',fire
'perfect storm south wale worst fire decade get whole lot worse',fire
'fire burn  least bush fire rag  include ar',fire
'forget mat',fire
'fire affect area  apology confusion there no silly question s',fire
'fire scorch  least bush fire rage  include ',fire
'fire  devastate reminder urgency action climate change frank',fire
'people still throw cigarette out car window disgust',fire
'latest here',fire
' bush fire set worsen n firefighter warn return weather',fire
'watch  fire photo trend social medium',fire
'high fire alert tomorrow hit temp wind create fire danger',fire
'start rain range here canberra hope happen further north over fire',fire
'touch cheer boston pd em now good time remember first responder volunteer who die west ',explosion
'sixty remain miss west ',explosion
'partner create map west  explosion triage location',explosion
'news minute photo release second suspect no death toll  plant explosion',explosion
'explosion happen world',explosion
'official say please group collect money west  relief fake charity',explosion
'explosion injury report fertilizer plant near',explosion
'wow now explosion ',explosion
'know kind fertilizer make  plant',explosion
'have tell roommate week boston marathon  explosion chicago sinkhole now',explosion
'pope tweet prayer  explosion victim',explosion
'watch explosion think sympathy west',explosion
'west  prayer be tough week keep',explosion
'west  news conference start',explosion
'fire now threaten columba school',fire
'think help fight fire  day hero',fire
' bush fire set worsen n firefighter warn return weather win',fire
'dear arsehole loot house  fire zone disgust piece shit',fire
'update fire burn drop temperature wind authority warn crisis far over',fire
'use',fire
'advice process rebuild home',fire
' merge blaze fire fighter  join two large',fire
'mother nature so so',fire
' national park amp wildlife service have advise tomorrow sunday october due extreme fire',fire
'fast move grass fire near maitland point bridge nw firefighter scene more come',fire
'fire highlands impact hume highway',fire
'information evacuation centre ',fire
'need stay up date condition make follow twitter',fire
'game drink see  photo fee go ok ill call ambulance now',fire
'think stun wildlife catch so native animal perish',fire
'thank staff group help take interstate colleague home today tomorrow',fire
'bush blaze south wale',fire
'light current employment entitlement natural disaster or emergency fact sheet',fire
'  fire scorch  state emergency declare',fire
'sun smoke',fire
'rip chief pilot david black  central west kill fight morning good man',fire
'complain one mat house',fire
'hamper work today relief see rain think  fire fighter good luck tomorrow guy',fire
'message resident north danger now go north',fire
'ron capture',fire
'info school closure',fire
' place be image fire send love',fire
'customer text donate relief fund go work amp disaster',fire
'prime minister nation make kind public statement fire emergency ',fire
'so so true hat off man woman battle blaze b',fire
'information who or hear',fire
'bluff estate knoll avenue evacuate fire crew position',fire
'fight  fire twitter',fire
'sue search valuable ash home',fire
'fire update fire behaviour intensify remain move safe place',fire
'miss hope back home safe',fire
'press conference authority try take advantage weather condition',fire
'gas well leak  good idea',fire
'near airport close further notice do',fire
'have number raft member fire  south coast best luck safe see',fire
'go back home today still cant believe it go',fire
'pic now resident flee fire jump',fire
'pull back pull back pull back say over chill footage',fire
'come up one dead amp more home lose be call worst day more',fire
'blood red sky over tom bridge south  photo lane',fire
'it see translator normal component emergency procedure smart',fire
'fire still  please contact public info amp inquiry line concern',fire
'update fire burn singleton area',fire
'pic',fire
'rescue sustain burn his paw',fire
'governor general visit blue today thank firefighter',fire
'long bow blame  fire warm  morning herald',fire
'alert ten  carry extend bulletin tonight cover',fire
'quote explain  ability cope fire',fire
'fire rage south wales',fire
'situation south wales  worsen fire burn emergency warn status',fire
'climate code red fiddle while  burn',fire
'live medium brief or download follow',fire
'so much fire ',fire
'prime minister join fire brigade fight ',fire
'men amp woman out there today fight good fight worsen thank bravery amp',fire
'use fire near me american tv network fire information',fire
'editorial disaster remind us one ',fire
'update concern area wilton emergency warn be issue resident seek shelter',fire
'pass message social medium',fire
'environment minister say look up say',fire
'way help south wale',fire
'smoke haze cover nose mouth mask design filter fine particle',fire
'stay safe fire near me  fire service',fire
'think prayer folk  be affect fire',fire
'fire hank street now be downgrade watch act',fire
'boy allow go  bush fire hone',fire
'hall road fire fire burn north road',fire
'train show smoke fill sky',fire
'fire reopen lane remain close',fire
'declaration state emergency state emergency rescue',fire
'smoke haze blanket',fire
'so melbourne be rain week  fire',fire
'live headquarters worst fire emergency  see over decade ',fire
'weather fear  fire burn more firefighter austral',fire
'crazy sky over  keep safe out west lot fire',fire
'emergency warn road blue firefighter scene',fire
'fear  may force mass evacuation affect ten thousand people',fire
'work smoke image john',fire
'response fire recent warm dry ',fire
'record year cause fire emergency  month record  have result',fire
'boy now be charge light two fire',fire
'please over right now',fire
'terrace newcastle airport hotspot see space courtesy see',fire
'helicopter collect water multiple car fire ',fire
' international regatta centre double helicopter refuel station amp water source',fire
'gun fire ground western  today',fire
'wow',fire
'defence department release extend statement claim start state mine fire',fire
'call land drought flood rain sun burn country nothing',fire
'life',fire
'shoot right near  fire there ash ember fly eye',fire
'fire crew check car fuel tank grassfire spread  aquatic centre',fire
'man lose hi house  fire know come years fuel build up green council burn',fire
' cover orange black smoke so bush fire  moment',fire
'have trouble  website check or',fire
' premier say defence stop aircraft fly over area explode ordinance',fire
'wait carbon tax bill bush fire  who send',fire
'top story fear form  firefighter worry two separate f',fire
'thank thousand firefighter who have so fight fire',fire
'total fire ban place number area tomorrow include  hunter',fire
'watch act hall road highland now open',fire
'put perspective burn',fire
'photo dozen car fire  park aquatic centre',fire
'wake up hear bush fire safe prayer',fire
'emergency warn issue burn ember be blow wilton say',fire
' near fire please stay safe prayer',fire
'hop rain fall right place',fire
'emergency warn hank fire',fire
'crew blaze west emergency warn place',fire
'ese kangaroo flat amp racecourse trail',fire
'heart go out family who have lose home tip support affect',fire
' governor visit hq pass thank thousand firefighter',fire
'smoke billow  park car fire',fire
' fire service',fire
'hear news little prawn bay west catherine hill bay go up flame',fire
'extreme fire danger warn extreme fire danger warn issue  area',fire
' bill  fire hit m',fire
'confirm plane believe wing snap off crash',fire
'pray involve please safe stay alert listen emergency service',fire
'back burn near',fire
'accord  fire do get source',fire
'horse can take or',fire
'fear increase aussie may merge outside ',fire
'couple kilometre ember activity be report',fire
' skyline fire',fire
'so fire fighter people  help stop fire still get acknowledge preach',fire
'commissioner bad get may count home lose dozen or hundred',fire
'link two blue mountain fire desperate operation  blue mountain',fire
'total fire ban further notice area inc  hunter amp central range',fire
'photo  landmark sky turn orange  bush fire photo',fire
'  merge blaze prevent firefighter battle wildfire so',fire
'focus today bell line road west',fire
'heavy smoke  much state call smoke fire',fire
'shoot cricket full pitch view photographer',fire
'plane fight  fire crash cooler weather ease threat',fire
'land burn  so far island ireland',fire
'mist cover ski  bush fire',fire
'call out  smoke haze affect health today send email',fire
